event,fighter_name,opponent_name,weightclass,method,round,time,time_format,details,outcome
UFC Fight Night: Moreno vs. Royval 2,Felipe dos Santos,Victor Altamirano,Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Miguel Jimenez 30 - 27.Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.,Win
UFC Fight Night: Moreno vs. Royval 2,Erik Silva,Muhammad Naimov,Featherweight Bout,KO/TKO,1,0:44,3 Rnd (5-5-5),to On GroundLeg Injury to Silva,Loss
UFC Fight Night: Moreno vs. Royval 2,Muhammad Naimov,Erik Silva,Featherweight Bout,KO/TKO,1,0:44,3 Rnd (5-5-5),to On GroundLeg Injury to Silva,Win
UFC 298: Volkanovski vs. Topuria,Alexander Volkanovski,Ilia Topuria,UFC Featherweight Title Bout,KO/TKO,2,3:32,5 Rnd (5-5-5-5-5),Punch to Head At Distance,Loss
UFC 298: Volkanovski vs. Topuria,Ilia Topuria,Alexander Volkanovski,UFC Featherweight Title Bout,KO/TKO,2,3:32,5 Rnd (5-5-5-5-5),Punch to Head At Distance,Win
UFC 298: Volkanovski vs. Topuria,Robert Whittaker,Paulo Costa,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ron McCarthy 28 - 29.Eliot Kelly 28 - 29.Mike Bell 27 - 30.,Win
UFC 298: Volkanovski vs. Topuria,Paulo Costa,Robert Whittaker,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ron McCarthy 28 - 29.Eliot Kelly 28 - 29.Mike Bell 27 - 30.,Loss
UFC 298: Volkanovski vs. Topuria,Geoff Neal,Ian Machado Garry,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Felicia Oh 27 - 30.Derek Cleary 29 - 28.Sal D'amato 27 - 30.,Loss
UFC 298: Volkanovski vs. Topuria,Ian Machado Garry,Geoff Neal,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Felicia Oh 27 - 30.Derek Cleary 29 - 28.Sal D'amato 27 - 30.,Win
UFC 298: Volkanovski vs. Topuria,Merab Dvalishvili,Henry Cejudo,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.RaphaelDavis 28 - 29.Chris Leben 28 - 29.,Win
UFC 298: Volkanovski vs. Topuria,Henry Cejudo,Merab Dvalishvili,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.RaphaelDavis 28 - 29.Chris Leben 28 - 29.,Loss
UFC 298: Volkanovski vs. Topuria,Anthony Hernandez,Roman Kopylov,Middleweight Bout,Submission,2,3:23,3 Rnd (5-5-5),Rear Naked Choke,Win
UFC 298: Volkanovski vs. Topuria,Roman Kopylov,Anthony Hernandez,Middleweight Bout,Submission,2,3:23,3 Rnd (5-5-5),Rear Naked Choke,Loss
UFC 298: Volkanovski vs. Topuria,Amanda Lemos,Mackenzie Dern,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,Win
UFC 298: Volkanovski vs. Topuria,Mackenzie Dern,Amanda Lemos,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,Loss
UFC 298: Volkanovski vs. Topuria,Marcos Rogerio de Lima,Junior Tafa,Heavyweight Bout,KO/TKO,2,1:14,3 Rnd (5-5-5),Kick to Leg At Distance,Win
UFC 298: Volkanovski vs. Topuria,Junior Tafa,Marcos Rogerio de Lima,Heavyweight Bout,KO/TKO,2,1:14,3 Rnd (5-5-5),Kick to Leg At Distance,Loss
UFC 298: Volkanovski vs. Topuria,Rinya Nakamura,Carlos Vera,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ron McCarthy 27 - 30.RaphaelDavis 27 - 30.Chris Leben 27 - 30.,Win
UFC 298: Volkanovski vs. Topuria,Carlos Vera,Rinya Nakamura,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Ron McCarthy 27 - 30.RaphaelDavis 27 - 30.Chris Leben 27 - 30.,Loss
UFC 298: Volkanovski vs. Topuria,Zhang Mingyang,Brendson Ribeiro,Light Heavyweight Bout,KO/TKO,1,1:41,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC 298: Volkanovski vs. Topuria,Brendson Ribeiro,Zhang Mingyang,Light Heavyweight Bout,KO/TKO,1,1:41,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC 298: Volkanovski vs. Topuria,Josh Quinlan,Danny Barlow,Welterweight Bout,KO/TKO,3,1:18,3 Rnd (5-5-5),Punches to Head At Distance,Loss
UFC 298: Volkanovski vs. Topuria,Danny Barlow,Josh Quinlan,Welterweight Bout,KO/TKO,3,1:18,3 Rnd (5-5-5),Punches to Head At Distance,Win
UFC 298: Volkanovski vs. Topuria,Oban Elliott,Val Woodburn,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Chris Leben 27 - 30.Eliot Kelly 28 - 29.,Win
UFC 298: Volkanovski vs. Topuria,Val Woodburn,Oban Elliott,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Chris Leben 27 - 30.Eliot Kelly 28 - 29.,Loss
UFC 298: Volkanovski vs. Topuria,Andrea Lee,Miranda Maverick,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Felicia Oh 27 - 30.RaphaelDavis 27 - 30.Ron McCarthy 28 - 29.,Loss
UFC 298: Volkanovski vs. Topuria,Miranda Maverick,Andrea Lee,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Felicia Oh 27 - 30.RaphaelDavis 27 - 30.Ron McCarthy 28 - 29.,Win
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson,Joe Pyfer,Middleweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mike Bell 47 - 48.Sal D'amato 47 - 48.Chris Lee 47 - 48.,Win
UFC Fight Night: Hermansson vs. Pyfer,Joe Pyfer,Jack Hermansson,Middleweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mike Bell 47 - 48.Sal D'amato 47 - 48.Chris Lee 47 - 48.,Loss
UFC Fight Night: Hermansson vs. Pyfer,Dan Ige,Andre Fili,Featherweight Bout,KO/TKO,1,2:43,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Hermansson vs. Pyfer,Andre Fili,Dan Ige,Featherweight Bout,KO/TKO,1,2:43,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek,Ihor Potieria,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 27 - 30.Jacob Montalvo 27 - 30.Chris Flores 28 - 29.,Loss
UFC Fight Night: Hermansson vs. Pyfer,Ihor Potieria,Robert Bryczek,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 27 - 30.Jacob Montalvo 27 - 30.Chris Flores 28 - 29.,Win
UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares,Gregory Rodrigues,Middleweight Bout,KO/TKO,3,0:55,3 Rnd (5-5-5),Punches to Head At Distance,Loss
UFC Fight Night: Hermansson vs. Pyfer,Gregory Rodrigues,Brad Tavares,Middleweight Bout,KO/TKO,3,0:55,3 Rnd (5-5-5),Punches to Head At Distance,Win
UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson,Darrius Flowers,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 27 - 30.Junichiro Kamijo 27 - 30.Chris Lee 27 - 30.,Win
UFC Fight Night: Hermansson vs. Pyfer,Darrius Flowers,Michael Johnson,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 27 - 30.Junichiro Kamijo 27 - 30.Chris Lee 27 - 30.,Loss
UFC Fight Night: Hermansson vs. Pyfer,Rodolfo Vieira,Armen Petrosyan,Middleweight Bout,Submission,1,4:48,3 Rnd (5-5-5),Arm Triangle From Mount,Win
UFC Fight Night: Hermansson vs. Pyfer,Armen Petrosyan,Rodolfo Vieira,Middleweight Bout,Submission,1,4:48,3 Rnd (5-5-5),Arm Triangle From Mount,Loss
UFC Fight Night: Hermansson vs. Pyfer,Trevin Giles,Carlos Prates,Welterweight Bout,KO/TKO,2,4:03,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Hermansson vs. Pyfer,Carlos Prates,Trevin Giles,Welterweight Bout,KO/TKO,2,4:03,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki,Timmy Cuamba,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Chris Lee 29 - 28.Chris Leben 28 - 29.,Win
UFC Fight Night: Hermansson vs. Pyfer,Timmy Cuamba,Bolaji Oki,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Chris Lee 29 - 28.Chris Leben 28 - 29.,Loss
UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee,Bruna Brasil,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,Win
UFC Fight Night: Hermansson vs. Pyfer,Bruna Brasil,Loma Lookboonmee,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,Loss
UFC Fight Night: Hermansson vs. Pyfer,Devin Clark,Marcin Prachnio,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Chris Lee 27 - 30.Jacob Montalvo 27 - 30.,Loss
UFC Fight Night: Hermansson vs. Pyfer,Marcin Prachnio,Devin Clark,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Chris Lee 27 - 30.Jacob Montalvo 27 - 30.,Win
UFC Fight Night: Hermansson vs. Pyfer,Max Griffin,Jeremiah Wells,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Junichiro Kamijo 28 - 29.,Win
UFC Fight Night: Hermansson vs. Pyfer,Jeremiah Wells,Max Griffin,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Junichiro Kamijo 28 - 29.,Loss
UFC Fight Night: Hermansson vs. Pyfer,Zac Pauga,Bogdan Guskov,Light Heavyweight Bout,KO/TKO,1,3:38,3 Rnd (5-5-5),Punches to Head At Distance,Loss
UFC Fight Night: Hermansson vs. Pyfer,Bogdan Guskov,Zac Pauga,Light Heavyweight Bout,KO/TKO,1,3:38,3 Rnd (5-5-5),Punches to Head At Distance,Win
UFC Fight Night: Hermansson vs. Pyfer,Fernie Garcia,Hyder Amil,Featherweight Bout,KO/TKO,2,2:12,3 Rnd (5-5-5),Punches to Head At Distance,Loss
UFC Fight Night: Hermansson vs. Pyfer,Hyder Amil,Fernie Garcia,Featherweight Bout,KO/TKO,2,2:12,3 Rnd (5-5-5),Punches to Head At Distance,Win
UFC Fight Night: Hermansson vs. Pyfer,Daniel Marcos,Aoriqileng,Bantamweight Bout,Could Not Continue,2,3:28,3 Rnd (5-5-5),Low Blows to Aoriqileng,No Contest
UFC Fight Night: Hermansson vs. Pyfer,Aoriqileng,Daniel Marcos,Bantamweight Bout,Could Not Continue,2,3:28,3 Rnd (5-5-5),Low Blows to Aoriqileng,No Contest
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze,Nassourdine Imavov,Middleweight Bout,Decision - Majority,5,5:00,5 Rnd (5-5-5-5-5),Derek Cleary 44 - 49.Ron McCarthy 47 - 47.Sal D'amato 46 - 48.,Loss
UFC Fight Night: Dolidze vs. Imavov,Nassourdine Imavov,Roman Dolidze,Middleweight Bout,Decision - Majority,5,5:00,5 Rnd (5-5-5-5-5),Derek Cleary 44 - 49.Ron McCarthy 47 - 47.Sal D'amato 46 - 48.,Win
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano,Drew Dober,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.,Win
UFC Fight Night: Dolidze vs. Imavov,Drew Dober,Renato Moicano,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.,Loss
UFC Fight Night: Dolidze vs. Imavov,Randy Brown,Muslim Salikhov,Welterweight Bout,KO/TKO,1,3:17,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Dolidze vs. Imavov,Muslim Salikhov,Randy Brown,Welterweight Bout,KO/TKO,1,3:17,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo,Natalia Silva,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,Loss
UFC Fight Night: Dolidze vs. Imavov,Natalia Silva,Viviane Araujo,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,Win
UFC Fight Night: Dolidze vs. Imavov,Aliaskhab Khizriev,Makhmud Muradov,Middleweight Bout,Could Not Continue,1,0:11,3 Rnd (5-5-5),Eye Poke by Khizriev,No Contest
UFC Fight Night: Dolidze vs. Imavov,Makhmud Muradov,Aliaskhab Khizriev,Middleweight Bout,Could Not Continue,1,0:11,3 Rnd (5-5-5),Eye Poke by Khizriev,No Contest
UFC Fight Night: Dolidze vs. Imavov,Gilbert Urbina,Charles Radtke,Welterweight Bout,KO/TKO,1,4:47,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Dolidze vs. Imavov,Charles Radtke,Gilbert Urbina,Welterweight Bout,KO/TKO,1,4:47,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Dolidze vs. Imavov,Molly McCann,Diana Belbita,Women's Strawweight Bout,Submission,1,4:59,3 Rnd (5-5-5),Armbar From Mount,Win
UFC Fight Night: Dolidze vs. Imavov,Diana Belbita,Molly McCann,Women's Strawweight Bout,Submission,1,4:59,3 Rnd (5-5-5),Armbar From Mount,Loss
UFC Fight Night: Dolidze vs. Imavov,Azat Maksum,Charles Johnson,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,Loss
UFC Fight Night: Dolidze vs. Imavov,Charles Johnson,Azat Maksum,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,Win
UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo,Pete Rodriguez,Welterweight Bout,KO/TKO,1,0:32,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Dolidze vs. Imavov,Pete Rodriguez,Themba Gorimbo,Welterweight Bout,KO/TKO,1,0:32,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee,Blake Bilder,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Adalaide Byrd 27 - 30.Chris Lee 27 - 30.,Win
UFC Fight Night: Dolidze vs. Imavov,Blake Bilder,JeongYeong Lee,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Adalaide Byrd 27 - 30.Chris Lee 27 - 30.,Loss
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina,Julija Stoliarenko,Women's Flyweight Bout,KO/TKO,3,4:52,3 Rnd (5-5-5),Punches to Head From Side Control,Win
UFC Fight Night: Dolidze vs. Imavov,Julija Stoliarenko,Luana Carolina,Women's Flyweight Bout,KO/TKO,3,4:52,3 Rnd (5-5-5),Punches to Head From Side Control,Loss
UFC Fight Night: Dolidze vs. Imavov,Landon Quinones,MarQuel Mederos,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Ron McCarthy 28 - 29.,Loss
UFC Fight Night: Dolidze vs. Imavov,MarQuel Mederos,Landon Quinones,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Ron McCarthy 28 - 29.,Win
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen,Jamal Pogues,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Anthony Maness 28 - 29.Chris Lee 27 - 30.,Loss
UFC Fight Night: Dolidze vs. Imavov,Jamal Pogues,Thomas Petersen,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 28 - 29.Anthony Maness 28 - 29.Chris Lee 27 - 30.,Win
UFC 297: Strickland vs. Du Plessis,Sean Strickland,Dricus Du Plessis,UFC Middleweight Title Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Sal D'amato 48 - 47.Derek Cleary 47 - 48.Eric Colon 47 - 48.,Loss
UFC 297: Strickland vs. Du Plessis,Dricus Du Plessis,Sean Strickland,UFC Middleweight Title Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Sal D'amato 48 - 47.Derek Cleary 47 - 48.Eric Colon 47 - 48.,Win
UFC 297: Strickland vs. Du Plessis,Raquel Pennington,Mayra Bueno Silva,UFC Women's Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Eric Colon 46 - 49.Sal D'amato 46 - 49.Saleem Haniff 45 - 49.,Win
UFC 297: Strickland vs. Du Plessis,Mayra Bueno Silva,Raquel Pennington,UFC Women's Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Eric Colon 46 - 49.Sal D'amato 46 - 49.Saleem Haniff 45 - 49.,Loss
UFC 297: Strickland vs. Du Plessis,Neil Magny,Mike Malott,Welterweight Bout,KO/TKO,3,4:45,3 Rnd (5-5-5),Punches to Head From Mount,Win
UFC 297: Strickland vs. Du Plessis,Mike Malott,Neil Magny,Welterweight Bout,KO/TKO,3,4:45,3 Rnd (5-5-5),Punches to Head From Mount,Loss
UFC 297: Strickland vs. Du Plessis,Chris Curtis,Marc-Andre Barriault,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Declan Woods 27 - 30.Derek Cleary 29 - 28.Eric Colon 27 - 30.,Win
UFC 297: Strickland vs. Du Plessis,Marc-Andre Barriault,Chris Curtis,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Declan Woods 27 - 30.Derek Cleary 29 - 28.Eric Colon 27 - 30.,Loss
UFC 297: Strickland vs. Du Plessis,Arnold Allen,Movsar Evloev,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Patricia Vandermeer 28 - 29.Saleem Haniff 28 - 29.,Loss
UFC 297: Strickland vs. Du Plessis,Movsar Evloev,Arnold Allen,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Patricia Vandermeer 28 - 29.Saleem Haniff 28 - 29.,Win
UFC 297: Strickland vs. Du Plessis,Brad Katona,Garrett Armfield,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Kyle Costello 28 - 29.Sal D'amato 28 - 29.,Loss
UFC 297: Strickland vs. Du Plessis,Garrett Armfield,Brad Katona,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Kyle Costello 28 - 29.Sal D'amato 28 - 29.,Win
UFC 297: Strickland vs. Du Plessis,Charles Jourdain,Sean Woodson,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Declan Woods 28 - 29.Patricia Vandermeer 29 - 28.Derek Cleary 28 - 29.,Loss
UFC 297: Strickland vs. Du Plessis,Sean Woodson,Charles Jourdain,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Declan Woods 28 - 29.Patricia Vandermeer 29 - 28.Derek Cleary 28 - 29.,Win
UFC 297: Strickland vs. Du Plessis,Serhiy Sidey,Ramon Taveras,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Derek Cleary 29 - 28.Saleem Haniff 28 - 29.,Loss
UFC 297: Strickland vs. Du Plessis,Ramon Taveras,Serhiy Sidey,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Derek Cleary 29 - 28.Saleem Haniff 28 - 29.,Win
UFC 297: Strickland vs. Du Plessis,Gillian Robertson,Polyana Viana,Women's Strawweight Bout,KO/TKO,2,3:12,3 Rnd (5-5-5),Punches to Head From Back Control,Win
UFC 297: Strickland vs. Du Plessis,Polyana Viana,Gillian Robertson,Women's Strawweight Bout,KO/TKO,2,3:12,3 Rnd (5-5-5),Punches to Head From Back Control,Loss
UFC 297: Strickland vs. Du Plessis,Yohan Lainesse,Sam Patterson,Welterweight Bout,Submission,1,2:03,3 Rnd (5-5-5),Rear Naked Choke,Loss
UFC 297: Strickland vs. Du Plessis,Sam Patterson,Yohan Lainesse,Welterweight Bout,Submission,1,2:03,3 Rnd (5-5-5),Rear Naked Choke,Win
UFC 297: Strickland vs. Du Plessis,Jasmine Jasudavicius,Priscila Cachoeira,Women's Bantamweight Bout,Submission,3,4:21,3 Rnd (5-5-5),Anaconda Choke On Ground,Win
UFC 297: Strickland vs. Du Plessis,Priscila Cachoeira,Jasmine Jasudavicius,Women's Bantamweight Bout,Submission,3,4:21,3 Rnd (5-5-5),Anaconda Choke On Ground,Loss
UFC 297: Strickland vs. Du Plessis,Malcolm Gordon,Jimmy Flick,Flyweight Bout,Submission,2,1:17,3 Rnd (5-5-5),Arm Triangle From Half Guard,Loss
UFC 297: Strickland vs. Du Plessis,Jimmy Flick,Malcolm Gordon,Flyweight Bout,Submission,2,1:17,3 Rnd (5-5-5),Arm Triangle From Half Guard,Win
UFC Fight Night: Ankalaev vs. Walker 2,Magomed Ankalaev,Johnny Walker,Light Heavyweight Bout,KO/TKO,2,2:42,5 Rnd (5-5-5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Ankalaev vs. Walker 2,Johnny Walker,Magomed Ankalaev,Light Heavyweight Bout,KO/TKO,2,2:42,5 Rnd (5-5-5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Ankalaev vs. Walker 2,Jim Miller,Gabriel Benitez,Lightweight Bout,Submission,3,3:25,3 Rnd (5-5-5),Neck Crank From Back Control,Win
UFC Fight Night: Ankalaev vs. Walker 2,Gabriel Benitez,Jim Miller,Lightweight Bout,Submission,3,3:25,3 Rnd (5-5-5),Neck Crank From Back Control,Loss
UFC Fight Night: Ankalaev vs. Walker 2,Ricky Simon,Mario Bautista,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 27 - 30.Chris Lee 27 - 30.Derek Cleary 28 - 29.,Loss
UFC Fight Night: Ankalaev vs. Walker 2,Mario Bautista,Ricky Simon,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Sal D'amato 27 - 30.Chris Lee 27 - 30.Derek Cleary 28 - 29.,Win
UFC Fight Night: Ankalaev vs. Walker 2,Phil Hawes,Brunno Ferreira,Middleweight Bout,KO/TKO,1,4:55,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Ankalaev vs. Walker 2,Brunno Ferreira,Phil Hawes,Middleweight Bout,KO/TKO,1,4:55,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Ankalaev vs. Walker 2,Andrei Arlovski,Waldo Cortes-Acosta,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,Loss
UFC Fight Night: Ankalaev vs. Walker 2,Waldo Cortes-Acosta,Andrei Arlovski,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,Win
UFC Fight Night: Ankalaev vs. Walker 2,Matthew Semelsberger,Preston Parsons,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Junichiro Kamijo 27 - 30.Ron McCarthy 27 - 30.,Loss
UFC Fight Night: Ankalaev vs. Walker 2,Preston Parsons,Matthew Semelsberger,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Junichiro Kamijo 27 - 30.Ron McCarthy 27 - 30.,Win
UFC Fight Night: Ankalaev vs. Walker 2,Marcus McGhee,Gaston Bolanos,Bantamweight Bout,KO/TKO,2,3:29,3 Rnd (5-5-5),Punches to Head At Distance,Win
UFC Fight Night: Ankalaev vs. Walker 2,Gaston Bolanos,Marcus McGhee,Bantamweight Bout,KO/TKO,2,3:29,3 Rnd (5-5-5),Punches to Head At Distance,Loss
UFC Fight Night: Ankalaev vs. Walker 2,Farid Basharat,Taylor Lapilus,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,Win
UFC Fight Night: Ankalaev vs. Walker 2,Taylor Lapilus,Farid Basharat,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,Loss
UFC Fight Night: Ankalaev vs. Walker 2,Westin Wilson,Jean Silva,Featherweight Bout,KO/TKO,1,4:12,3 Rnd (5-5-5),Punch to Head In Clinch,Loss
UFC Fight Night: Ankalaev vs. Walker 2,Jean Silva,Westin Wilson,Featherweight Bout,KO/TKO,1,4:12,3 Rnd (5-5-5),Punch to Head In Clinch,Win
UFC Fight Night: Ankalaev vs. Walker 2,Nikolas Motta,Tom Nolan,Lightweight Bout,KO/TKO,1,1:03,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC Fight Night: Ankalaev vs. Walker 2,Tom Nolan,Nikolas Motta,Lightweight Bout,KO/TKO,1,1:03,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC Fight Night: Ankalaev vs. Walker 2,Joshua Van,Felipe Bunes,Flyweight Bout,KO/TKO,2,4:31,3 Rnd (5-5-5),Punches to Head From Guard,Win
UFC Fight Night: Ankalaev vs. Walker 2,Felipe Bunes,Joshua Van,Flyweight Bout,KO/TKO,2,4:31,3 Rnd (5-5-5),Punches to Head From Guard,Loss
UFC 296: Edwards vs. Covington,Leon Edwards,Colby Covington,UFC Welterweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Derek Cleary 46 - 49.Sal D'amato 46 - 49.Chris Lee 46 - 49.,Win
